data,regione,zona,servizio_al_tavolo,asporto,consegna_a_domicilio,note,riferimento_normativo
9/4/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/5/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/5/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/6/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/6/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/7/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/7/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/8/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/8/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/9/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/9/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/10/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/10/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/11/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/11/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/12/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/12/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/13/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/13/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/14/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/14/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/15/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/15/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/16/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/16/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/17/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/17/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/18/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/18/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/19/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/19/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/20/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/20/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/21/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/21/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/22/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/22/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/23/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/23/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/24/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/24/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/25/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/25/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/26/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/26/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/27/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/27/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/28/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/28/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/29/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/29/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/30/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
9/30/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/1/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/1/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/2/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/2/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/3/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/3/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/4/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/4/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/5/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/5/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/6/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/6/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/7/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/7/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/8/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/8/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/9/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/9/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/10/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/10/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/11/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/11/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/12/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/12/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/13/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/13/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/14/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/14/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/15/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/15/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/16/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/16/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/17/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/17/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/18/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/18/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/19/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/19/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/20/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/20/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/21/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/21/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/22/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/22/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/23/2020,Emilia-Romagna,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/23/2020,Lombardia,riapertura nazionale,consentito,consentito,consentito,Riapertura con protocolli e distanziamento,DPCM 17/5/2020 + linee guida Regioni
10/24/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/24/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/25/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/25/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/26/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/26/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/27/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/27/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/28/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/28/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/29/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/29/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/30/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/30/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/31/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
10/31/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/1/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/1/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/2/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/2/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/3/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/3/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/4/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/4/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/5/2020,Emilia-Romagna,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/5/2020,Lombardia,misure nazionali (pre-colori),consentito,consentito,consentito,Servizio al tavolo consentito solo fino alle 18; dopo solo asporto/domicilio,DPCM 24/10/2020 e 3/11/2020 art. ristorazione
11/6/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/6/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/7/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/7/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/8/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/8/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/9/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/9/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/10/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/10/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/11/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/11/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/12/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/12/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/13/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/13/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/14/2020,Emilia-Romagna,zona gialla,consentito,consentito,consentito,Servizio al tavolo consentito fino alle 18; poi asporto/domicilio,Prima classificazione 6/11/2020
11/14/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/15/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/15/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/16/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/16/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/17/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/17/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/18/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/18/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/19/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/19/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/20/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/20/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/21/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/21/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/22/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/22/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/23/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/23/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/24/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/24/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/25/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/25/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/26/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/26/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/27/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/27/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
11/28/2020,Emilia-Romagna,zona arancione,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza 13/11/2020
11/28/2020,Lombardia,zona rossa,vietato,consentito,consentito,Ristoranti chiusi al pubblico; consentiti asporto (5–22) e consegne,Ordinanza Min. Salute 4/11/2020
